气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,重要天象,时间,date
-18,753.2,767.3,84,2,轻雾,,2:00,2022/1/26
-17,752.5,766.6,85,1,轻雾,,1:00,2022/1/26
-14,752.7,766.6,78,1,轻雾,,0:00,2022/1/26
-17,752.5,766.6,85,1,"轻雾, 烟",,23:00,2022/1/25
-14,752.7,766.6,78,1,烟,,22:00,2022/1/25
-13,752.7,766.6,72,2,烟,,21:00,2022/1/25
-13,752.7,766.6,72,2,烟,,20:00,2022/1/25
-13,752.7,766.6,72,1,烟,,19:00,2022/1/25
-13,751.9,765.8,66,2,烟,,18:00,2022/1/25
-12,752,765.8,61,1,烟,,17:00,2022/1/25
-12,752,765.8,67,1,霾,,16:00,2022/1/25
-11,752.1,765.8,62,2,霾,,15:00,2022/1/25
-11,752.1,765.8,62,2,霾,,14:00,2022/1/25
-12,752,765.8,67,2,霾,,13:00,2022/1/25
-13,751.9,765.8,66,1,霾,,12:00,2022/1/25
-15,752.6,766.6,72,1,霾,,11:00,2022/1/25
-17,752.5,766.6,78,2,霾,,10:00,2022/1/25
-18,752.5,766.6,78,1,霾,,9:00,2022/1/25
-19,753.1,767.3,77,1,轻雾,,8:00,2022/1/25
-20,752.4,766.6,84,1,轻雾,,7:00,2022/1/25
-19,752.4,766.6,77,1,轻雾,,6:00,2022/1/25
-20,752.4,766.6,84,1,轻雾,,5:00,2022/1/25
-20,753,767.3,84,1,轻雾,,4:00,2022/1/25
-20,753,767.3,92,2,轻雾,,3:00,2022/1/25
-19,753.1,767.3,84,2,轻雾,,2:00,2022/1/25
-19,753.1,767.3,84,2,轻雾,,1:00,2022/1/25
-17,754,768.1,78,2,轻雾,,0:00,2022/1/25
-18,753.9,768.1,78,2,轻雾,,23:00,2022/1/24
-18,753.9,768.1,78,2,轻雾,,22:00,2022/1/24
-18,754.7,768.9,84,1,轻雾,,21:00,2022/1/24
-17,754.8,768.9,85,1,轻雾,,20:00,2022/1/24
-15,754.9,768.9,78,2,霾,,19:00,2022/1/24
-15,755.6,769.6,72,1,霾,,18:00,2022/1/24
-13,755.7,769.6,72,2,霾,,17:00,2022/1/24
-12,755.7,769.6,67,1,霾,,16:00,2022/1/24
-12,756.5,770.4,67,2,霾,,15:00,2022/1/24
-11,756.6,770.4,62,2,霾,,14:00,2022/1/24
-11,756.6,770.4,62,1,烟,,13:00,2022/1/24
-10,757.3,771.1,62,0,烟,,12:00,2022/1/24
-14,757.9,771.9,72,2,"轻雾, 烟",,11:00,2022/1/24
-16,757.8,771.9,78,1,"轻雾, 烟",,10:00,2022/1/24
-18,758.5,772.7,78,1,"轻雾, 烟",,9:00,2022/1/24
-23,758.2,772.7,77,1,"轻雾, 烟",,8:00,2022/1/24
-25,758.1,772.7,76,1,"轻雾, 烟",,7:00,2022/1/24
-24,758.1,772.7,84,1,"轻雾, 烟",,6:00,2022/1/24
-24,758.1,772.7,76,1,"轻雾, 烟",,5:00,2022/1/24
-24,758.8,773.4,76,1,"轻雾, 烟",,4:00,2022/1/24
-25,758.7,773.4,83,1,"轻雾, 烟",,3:00,2022/1/24
-23,758.9,773.4,84,2,"轻雾, 烟",,2:00,2022/1/24
-23,758.9,773.4,84,1,"轻雾, 烟",,1:00,2022/1/24
-23,758.9,773.4,84,1,"轻雾, 烟",,0:00,2022/1/24
-22,758.9,773.4,84,1,"轻雾, 烟",,23:00,2022/1/23
-21,759.5,773.9,84,1,"轻雾, 烟",,22:00,2022/1/23
-20,759.5,773.9,84,1,"轻雾, 烟",,21:00,2022/1/23
-20,759.5,773.9,77,1,烟,,20:00,2022/1/23
-17,759.7,773.9,71,2,烟,,19:00,2022/1/23
-15,759.8,773.9,72,2,烟,,18:00,2022/1/23
-14,759.8,773.9,66,2,烟,,17:00,2022/1/23
-14,759.4,773.4,66,2,烟,,16:00,2022/1/23
-13,759.4,773.4,61,2,烟,,15:00,2022/1/23
-13,759.4,773.4,61,3,烟,,14:00,2022/1/23
-14,759.4,773.4,66,3,烟,,13:00,2022/1/23
-14,759.8,773.9,61,3,烟,,12:00,2022/1/23
-15,759.8,773.9,60,2,烟,,11:00,2022/1/23
-17,759.7,773.9,65,3,烟,,10:00,2022/1/23
-18,759.6,773.9,65,2,烟,,9:00,2022/1/23
-19,759.6,773.9,65,2,烟,,8:00,2022/1/23
-19,759.1,773.4,65,2,,,7:00,2022/1/23
-19,759.1,773.4,65,3,,,6:00,2022/1/23
-19,759.1,773.4,71,3,,,5:00,2022/1/23
-18,759.1,773.4,65,3,,,4:00,2022/1/23
-18,758.5,772.7,71,1,,,3:00,2022/1/23
-18,759.1,773.4,65,2,,,2:00,2022/1/23
-18,758.5,772.7,65,2,,,1:00,2022/1/23
-18,758.5,772.7,65,1,,,0:00,2022/1/23
-18,758.5,772.7,65,2,,,23:00,2022/1/22
-18,758.5,772.7,65,2,,,22:00,2022/1/22
-17,758.5,772.7,65,2,,,21:00,2022/1/22
-17,758.5,772.7,71,2,,,20:00,2022/1/22
-16,758.6,772.7,60,2,,,19:00,2022/1/22
-18,758.5,772.7,71,2,,,18:00,2022/1/22
-16,758.6,772.7,60,2,,,17:00,2022/1/22
-15,757.8,771.9,55,4,,,16:00,2022/1/22
-14,757.9,771.9,56,3,烟,,15:00,2022/1/22
-14,757.9,771.9,56,3,烟,,14:00,2022/1/22
-15,757.8,771.9,60,3,烟,,13:00,2022/1/22
-16,758.6,772.7,60,3,烟,,12:00,2022/1/22
-18,759.1,773.4,65,3,烟,,11:00,2022/1/22
-20,759,773.4,71,3,烟,,10:00,2022/1/22
-22,758.9,773.4,70,2,烟,,9:00,2022/1/22
-24,758.8,773.4,76,1,烟,,8:00,2022/1/22
-25,758.7,773.4,83,2,烟,,7:00,2022/1/22
-26,758.7,773.4,83,2,烟,,6:00,2022/1/22
-24,758.8,773.4,76,2,烟,,5:00,2022/1/22
-25,758.7,773.4,83,2,烟,,4:00,2022/1/22
-25,758.7,773.4,83,2,烟,,3:00,2022/1/22
-24,758.8,773.4,84,1,烟,,2:00,2022/1/22
-23,758.9,773.4,77,1,烟,,1:00,2022/1/22
-24,758.8,773.4,84,2,烟,,0:00,2022/1/22
-23,758.9,773.4,77,3,烟,,23:00,2022/1/21
-22,759.4,773.9,77,2,烟,,22:00,2022/1/21
-22,759.4,773.9,77,2,烟,,21:00,2022/1/21
-20,759.5,773.9,71,2,烟,,20:00,2022/1/21
-20,759.5,773.9,71,3,烟,,19:00,2022/1/21
-19,760.4,774.7,65,2,烟,,18:00,2022/1/21
-18,760.4,774.7,65,2,烟,,17:00,2022/1/21
-16,760.5,774.7,60,3,烟,,16:00,2022/1/21
-15,760.6,774.7,55,2,,,15:00,2022/1/21
-15,760.6,774.7,55,2,烟,,14:00,2022/1/21
-15,761.4,775.5,60,2,烟,,13:00,2022/1/21
-14,761.4,775.5,47,1,烟,,12:00,2022/1/21
-16,762,776.2,60,1,烟,,11:00,2022/1/21
-18,762.7,777,71,1,烟,,10:00,2022/1/21
-22,762.4,777,77,1,烟,,9:00,2022/1/21
-26,762.2,777,76,1,烟,,8:00,2022/1/21
-27,761.4,776.2,76,1,烟,,7:00,2022/1/21
-27,761.4,776.2,76,1,烟,,6:00,2022/1/21
-28,761.3,776.2,75,0,烟,,5:00,2022/1/21
-28,761.3,776.2,75,0,烟,,4:00,2022/1/21
-28,761.3,776.2,83,1,轻雾,,3:00,2022/1/21
-28,761.3,776.2,75,0,轻雾,,2:00,2022/1/21
-27,761.4,776.2,76,1,烟,,1:00,2022/1/21
-26,761.4,776.2,83,1,烟,,0:00,2022/1/21
-25,761.5,776.2,76,1,烟,,23:00,2022/1/20
-25,761.5,776.2,83,1,烟,,22:00,2022/1/20
-24,761.5,776.2,76,1,烟,,21:00,2022/1/20
-20,761.8,776.2,77,1,烟,,20:00,2022/1/20
-19,761.8,776.2,71,2,烟,,19:00,2022/1/20
-18,761.2,775.5,71,2,烟,,18:00,2022/1/20
-17,761.3,775.5,65,3,烟,,17:00,2022/1/20
-16,760.5,774.7,66,2,烟,,16:00,2022/1/20
-15,760.6,774.7,66,4,,,15:00,2022/1/20
-15,760.6,774.7,66,5,,,14:00,2022/1/20
-15,760.6,774.7,66,4,,,13:00,2022/1/20
-15,760.6,774.7,60,5,烟,,12:00,2022/1/20
-17,761.3,775.5,65,4,烟,,11:00,2022/1/20
-19,761.1,775.5,71,4,烟,,10:00,2022/1/20
-21,761,775.5,77,3,烟,,9:00,2022/1/20
-23,760.9,775.5,77,3,烟,,8:00,2022/1/20
-24,760.1,774.7,76,2,烟,,7:00,2022/1/20
-25,760,774.7,76,2,烟,,6:00,2022/1/20
-26,760,774.7,76,2,烟,,5:00,2022/1/20
-26,760,774.7,83,2,,,4:00,2022/1/20
-25,760,774.7,83,2,,,3:00,2022/1/20
-25,760,774.7,83,3,,,2:00,2022/1/20
-24,760.1,774.7,84,3,,,1:00,2022/1/20
-26,760,774.7,76,2,,,0:00,2022/1/20
-26,760.7,775.5,76,2,烟,,23:00,2022/1/19
-24,760.9,775.5,84,2,烟,,22:00,2022/1/19
-24,760.9,775.5,84,3,烟,,21:00,2022/1/19
-23,760.9,775.5,77,2,烟,,20:00,2022/1/19
-23,760.9,775.5,77,2,烟,,19:00,2022/1/19
-19,761.1,775.5,65,2,烟,,18:00,2022/1/19
-19,761.1,775.5,65,3,,,17:00,2022/1/19
-18,760.4,774.7,60,2,,,16:00,2022/1/19
-18,760.4,774.7,65,3,,,15:00,2022/1/19
-18,760.4,774.7,65,2,,,14:00,2022/1/19
-19,760.4,774.7,65,2,,,13:00,2022/1/19
-20,760.3,774.7,71,3,,,12:00,2022/1/19
-21,760.2,774.7,70,3,烟,,11:00,2022/1/19
-23,760.9,775.5,77,2,烟,,10:00,2022/1/19
-24,760.1,774.7,76,3,烟,,9:00,2022/1/19
-25,760,774.7,83,2,烟,,8:00,2022/1/19
-25,760,774.7,76,2,烟,,7:00,2022/1/19
-26,760,774.7,83,1,烟,,6:00,2022/1/19
-27,759.1,773.9,76,1,烟,,5:00,2022/1/19
-28,759.1,773.9,83,1,烟,,4:00,2022/1/19
-29,759.8,774.7,83,1,烟,,3:00,2022/1/19
-27,759.9,774.7,76,1,烟,,2:00,2022/1/19
-26,760,774.7,76,1,烟,,1:00,2022/1/19
-25,760,774.7,83,0,烟,,0:00,2022/1/19
-24,760.1,774.7,84,1,烟,,23:00,2022/1/18
-24,760.1,774.7,84,1,烟,,22:00,2022/1/18
-24,760.1,774.7,84,1,烟,,21:00,2022/1/18
-23,760.1,774.7,77,1,烟,,20:00,2022/1/18
-22,760.2,774.7,77,1,,,19:00,2022/1/18
-20,759.5,773.9,77,1,,,18:00,2022/1/18
-20,759.5,773.9,71,1,,,17:00,2022/1/18
-17,759.7,773.9,60,2,,,16:00,2022/1/18
-17,759.7,773.9,60,2,,,15:00,2022/1/18
-17,759.7,773.9,65,1,,,14:00,2022/1/18
-18,759.6,773.9,65,2,,,13:00,2022/1/18
-18,760.4,774.7,60,1,,,12:00,2022/1/18
-19,760.4,774.7,71,2,烟,,11:00,2022/1/18
-20,760.3,774.7,71,2,烟,,10:00,2022/1/18
-22,760.2,774.7,77,1,烟,,9:00,2022/1/18
-27,759.1,773.9,83,2,烟,,8:00,2022/1/18
-29,759,773.9,83,1,烟,,7:00,2022/1/18
-28,758.6,773.4,75,1,,,6:00,2022/1/18
-28,758.6,773.4,83,0,,,5:00,2022/1/18
-27,758.6,773.4,76,2,,,4:00,2022/1/18
-25,758.1,772.7,83,1,,,3:00,2022/1/18
-24,758.1,772.7,84,2,,,2:00,2022/1/18
-23,758.2,772.7,70,2,,,1:00,2022/1/18
-25,758.1,772.7,76,2,,,0:00,2022/1/18
-24,758.1,772.7,84,2,,,23:00,2022/1/17
-22,758.2,772.7,77,1,,,22:00,2022/1/17
-21,758.3,772.7,70,2,,,21:00,2022/1/17
-21,758.3,772.7,70,1,,,20:00,2022/1/17
-20,758.3,772.7,71,2,,,19:00,2022/1/17
-20,757.6,771.9,71,2,,,18:00,2022/1/17
-19,756.8,771.1,71,3,,,17:00,2022/1/17
-18,756.9,771.1,71,4,,,16:00,2022/1/17
-17,756.9,771.1,65,5,,,15:00,2022/1/17
-16,756.3,770.4,60,5,,,14:00,2022/1/17
-16,755.5,769.6,66,5,,,13:00,2022/1/17
-16,755.5,769.6,66,5,,,12:00,2022/1/17
-17,755.5,769.6,71,3,,,11:00,2022/1/17
-19,755.4,769.6,77,3,轻雾,,10:00,2022/1/17
-20,755.3,769.6,77,1,轻雾,,9:00,2022/1/17
-27,754.2,768.9,83,1,"轻度（小）（弱） 雪, 轻雾",,8:00,2022/1/17
-27,754.2,768.9,76,1,"轻度（小）（弱） 雪, 轻雾",,7:00,2022/1/17
-28,753.4,768.1,83,0,轻度（小）（弱） 雪,,6:00,2022/1/17
-28,753.4,768.1,83,1,,,5:00,2022/1/17
-27,753.4,768.1,83,0,,,4:00,2022/1/17
-26,753.5,768.1,83,1,,,3:00,2022/1/17
-25,754.3,768.9,83,1,,,2:00,2022/1/17
-23,753.7,768.1,84,1,,,1:00,2022/1/17
-23,753.7,768.1,84,1,,,0:00,2022/1/17
-22,754.5,768.9,84,1,,,23:00,2022/1/16
-21,754.6,768.9,84,2,,,22:00,2022/1/16
-21,754.6,768.9,77,2,,,21:00,2022/1/16
-20,755.3,769.6,77,3,,,20:00,2022/1/16
-19,755.4,769.6,77,3,,,19:00,2022/1/16
-19,754.7,768.9,77,2,,,18:00,2022/1/16
-16,754.8,768.9,72,3,,,17:00,2022/1/16
-15,754.9,768.9,66,4,,,16:00,2022/1/16
-15,754.9,768.9,66,5,,,15:00,2022/1/16
-15,754.1,768.1,66,5,,,14:00,2022/1/16
-16,754,768.1,72,5,,,13:00,2022/1/16
-16,754,768.1,72,5,,,12:00,2022/1/16
-17,754.8,768.9,71,4,,,11:00,2022/1/16
-18,754.7,768.9,71,4,,,10:00,2022/1/16
-19,753.9,768.1,77,4,,,9:00,2022/1/16
-19,753.9,768.1,71,4,,,8:00,2022/1/16
-20,753,767.3,77,5,,,7:00,2022/1/16
-20,753,767.3,84,3,,,6:00,2022/1/16
-19,753.1,767.3,77,5,,,5:00,2022/1/16
-19,753.1,767.3,84,4,,,4:00,2022/1/16
-19,752.4,766.6,84,5,,,3:00,2022/1/16
-18,752.5,766.6,78,5,,,2:00,2022/1/16
-18,752.5,766.6,78,5,轻度（小）（弱） 雪,,1:00,2022/1/16
-18,751.7,765.8,84,5,,,0:00,2022/1/16
-17,751.7,765.8,78,5,轻度（小）（弱） 雪,,23:00,2022/1/15
-15,751.1,765,78,5,轻度（小）（弱） 雪,,22:00,2022/1/15
-16,751.8,765.8,85,4,轻度（小）（弱） 雪,,21:00,2022/1/15
-16,750.3,764.3,78,6,轻度（小）（弱） 雪,,20:00,2022/1/15
-16,750.3,764.3,85,6,轻度（小）（弱） 雪,,19:00,2022/1/15
-15,749.6,763.5,78,7,轻度（小）（弱） 雪,,18:00,2022/1/15
-14,749.6,763.5,78,6,轻度（小）（弱） 雪,,17:00,2022/1/15
-14,749,762.8,78,6,轻度（小）（弱） 雪,,16:00,2022/1/15
-13,748.2,762,72,7,轻度（小）（弱） 雪,,15:00,2022/1/15
-12,747.5,761.2,72,6,轻度（小）（弱） 雪,,14:00,2022/1/15
-12,746.8,760.5,79,8,轻度（小）（弱） 雪,,13:00,2022/1/15
-8,746.2,759.7,86,6,"轻度（小）（弱） 雪, 轻雾",,12:00,2022/1/15
-7,746.3,759.7,86,3,轻度（小）（弱） 雪,,11:00,2022/1/15
-8,747,760.5,79,3,轻度（小）（弱） 雪,,10:00,2022/1/15
-8,747,760.5,73,4,轻度（小）（弱） 雪,,9:00,2022/1/15
-9,747,760.5,73,4,,,8:00,2022/1/15
-9,747,760.5,67,4,,,7:00,2022/1/15
-9,747,760.5,67,4,,,6:00,2022/1/15
-10,746.9,760.5,67,4,,,5:00,2022/1/15
-10,746.9,760.5,62,5,,,4:00,2022/1/15
-11,747.5,761.2,67,5,,,3:00,2022/1/15
-11,747.5,761.2,62,5,轻度（小）（弱） 雪,,2:00,2022/1/15
-12,748.3,762,56,5,,,1:00,2022/1/15
-13,748.2,762,56,5,,,0:00,2022/1/15
-14,749,762.8,56,4,,,23:00,2022/1/14
-15,749.6,763.5,55,4,,,22:00,2022/1/14
-14,749.6,763.5,56,4,,,21:00,2022/1/14
-15,750.4,764.3,60,4,,,20:00,2022/1/14
-15,750.4,764.3,60,4,,,19:00,2022/1/14
-16,751,765,66,4,,,18:00,2022/1/14
-16,751,765,72,2,,,17:00,2022/1/14
-14,751.1,765,61,3,,,16:00,2022/1/14
-14,751.9,765.8,61,5,,,15:00,2022/1/14
-14,751.9,765.8,61,4,,,14:00,2022/1/14
-15,752.6,766.6,66,4,烟,,13:00,2022/1/14
-16,753.3,767.3,66,4,烟,,12:00,2022/1/14
-17,753.2,767.3,65,4,烟,,11:00,2022/1/14
-20,753.8,768.1,71,3,烟,,10:00,2022/1/14
-22,754.5,768.9,77,3,烟,,9:00,2022/1/14
-23,754.4,768.9,77,3,烟,,8:00,2022/1/14
-24,754.4,768.9,76,3,烟,,7:00,2022/1/14
-24,754.4,768.9,76,2,烟,,6:00,2022/1/14
-25,754.3,768.9,76,2,烟,,5:00,2022/1/14
-25,754.3,768.9,76,2,烟,,4:00,2022/1/14
-25,754.3,768.9,76,2,烟,,3:00,2022/1/14
-25,754.3,768.9,83,1,烟,,2:00,2022/1/14
-28,754.2,768.9,83,2,烟,,1:00,2022/1/14
-27,753.4,768.1,83,2,烟,,0:00,2022/1/14
-27,754.2,768.9,83,1,烟,,23:00,2022/1/13
-27,754.2,768.9,83,2,烟,,22:00,2022/1/13
-26,754.3,768.9,83,2,烟,,21:00,2022/1/13
-23,754.4,768.9,77,2,烟,,20:00,2022/1/13
-23,754.4,768.9,77,2,烟,,19:00,2022/1/13
-23,753.7,768.1,77,2,烟,,18:00,2022/1/13
-20,753.8,768.1,65,3,烟,,17:00,2022/1/13
-20,753,767.3,65,3,霾,,16:00,2022/1/13
-19,752.4,766.6,65,3,霾,,15:00,2022/1/13
-19,752.4,766.6,65,3,霾,,14:00,2022/1/13
-20,752.4,766.6,65,4,霾,,13:00,2022/1/13
-21,752.3,766.6,70,3,霾,,12:00,2022/1/13
-22,752.2,766.6,70,4,轻雾,,11:00,2022/1/13
-23,752.2,766.6,77,3,轻雾,,10:00,2022/1/13
-24,751.3,765.8,76,3,轻雾,,9:00,2022/1/13
-25,751.3,765.8,83,3,轻雾,,8:00,2022/1/13
-25,750.5,765,83,3,轻雾,,7:00,2022/1/13
-24,749.9,764.3,76,4,轻雾,,6:00,2022/1/13
-24,749.9,764.3,84,2,轻雾,,5:00,2022/1/13
-23,749.1,763.5,77,3,轻雾,,4:00,2022/1/13
-26,749,763.5,83,2,轻雾,,3:00,2022/1/13
-25,749,763.5,76,2,轻雾,,2:00,2022/1/13
-24,749.1,763.5,76,1,轻雾,,1:00,2022/1/13
-22,749.2,763.5,77,2,轻雾,,0:00,2022/1/13
-25,749,763.5,76,0,轻雾,,23:00,2022/1/12
-25,749,763.5,83,1,轻雾,,22:00,2022/1/12
-24,749.1,763.5,84,1,轻雾,,21:00,2022/1/12
-24,749.9,764.3,84,1,轻雾,,20:00,2022/1/12
-23,749.9,764.3,84,1,轻雾,,19:00,2022/1/12
-22,750,764.3,84,1,轻雾,,18:00,2022/1/12
-20,750.1,764.3,77,2,霾,,17:00,2022/1/12
-17,750.3,764.3,71,2,,,16:00,2022/1/12
-15,750.4,764.3,60,2,,,15:00,2022/1/12
-15,750.4,764.3,60,4,霾,,14:00,2022/1/12
-17,750.3,764.3,65,4,霾,,13:00,2022/1/12
-17,750.9,765,60,3,霾,,12:00,2022/1/12
-18,751.7,765.8,60,4,霾,,11:00,2022/1/12
-19,752.4,766.6,65,3,轻雾,,10:00,2022/1/12
-22,752.9,767.3,77,2,,,9:00,2022/1/12
-25,752.8,767.3,76,3,轻雾,,8:00,2022/1/12
-27,752.6,767.3,83,1,轻雾,,7:00,2022/1/12
-28,752.6,767.3,75,2,轻雾,,6:00,2022/1/12
-28,752.6,767.3,83,2,轻雾,,5:00,2022/1/12
-29,752.5,767.3,75,2,轻雾,,4:00,2022/1/12
-28,753.4,768.1,75,1,,,3:00,2022/1/12
-25,754.3,768.9,76,2,,,2:00,2022/1/12
-26,753.5,768.1,83,2,,,1:00,2022/1/12
-25,753.5,768.1,76,2,,,0:00,2022/1/12
-26,754.3,768.9,83,3,轻雾,,23:00,2022/1/11
-25,754.3,768.9,83,2,轻雾,,22:00,2022/1/11
-26,755,769.6,83,2,轻雾,,21:00,2022/1/11
-24,754.4,768.9,84,2,烟,,20:00,2022/1/11
-23,754.4,768.9,77,2,烟,,19:00,2022/1/11
-20,754.6,768.9,77,3,烟,,18:00,2022/1/11
-19,753.9,768.1,71,3,,,17:00,2022/1/11
-18,753.9,768.1,65,3,,,16:00,2022/1/11
-18,753.2,767.3,65,3,,,15:00,2022/1/11
-17,753.2,767.3,55,4,,,14:00,2022/1/11
-18,753.2,767.3,60,4,,,13:00,2022/1/11
-19,753.1,767.3,71,4,,,12:00,2022/1/11
-21,753.8,768.1,70,2,,,10:00,2022/1/11
-23,753.7,768.1,77,3,,,9:00,2022/1/11
-26,752.7,767.3,83,2,,,8:00,2022/1/11
-26,752.7,767.3,76,3,,,7:00,2022/1/11
-27,752.6,767.3,83,2,,,6:00,2022/1/11
-25,752.8,767.3,83,3,,,5:00,2022/1/11
-24,752.8,767.3,84,3,,,4:00,2022/1/11
-23,752.9,767.3,84,3,,,3:00,2022/1/11
-22,752.9,767.3,77,3,,,2:00,2022/1/11
-22,752.9,767.3,77,2,,,1:00,2022/1/11
-22,752.9,767.3,84,3,,,0:00,2022/1/11
-21,753,767.3,77,3,"轻度（小）（弱） 雪, 轻雾",,23:00,2022/1/10
-21,753,767.3,84,3,"轻度（小）（弱） 雪, 轻雾",,22:00,2022/1/10
-20,753,767.3,84,3,"轻度（小）（弱） 雪, 轻雾",,21:00,2022/1/10
-19,753.1,767.3,84,3,"轻度（小）（弱） 雪, 轻雾",,20:00,2022/1/10
-18,753.2,767.3,78,3,"轻度（小）（弱） 雪, 轻雾",,19:00,2022/1/10
-18,753.2,767.3,84,3,"轻度（小）（弱） 雪, 轻雾",,18:00,2022/1/10
-17,752.5,766.6,85,5,"轻度（小）（弱） 雪, 轻雾",,17:00,2022/1/10
-16,752.6,766.6,85,3,"轻度（小）（弱） 雪, 轻雾",,16:00,2022/1/10
-15,751.8,765.8,78,4,"轻度（小）（弱） 雪, 轻雾",,15:00,2022/1/10
-15,751.8,765.8,78,3,"轻度（小）（弱） 雪, 轻雾",,14:00,2022/1/10
-16,751.8,765.8,78,4,"轻度（小）（弱） 雪, 轻雾",,13:00,2022/1/10
-16,751.8,765.8,85,2,"轻度（小）（弱） 雪, 轻雾",,12:00,2022/1/10
-17,752.5,766.6,85,3,"轻度（小）（弱） 雪, 轻雾",,11:00,2022/1/10
-18,753.2,767.3,84,2,"轻度（小）（弱） 雪, 轻雾",,10:00,2022/1/10
-19,753.1,767.3,84,1,"轻度（小）（弱） 雪, 轻雾",,9:00,2022/1/10
-21,753,767.3,84,1,轻雾,,8:00,2022/1/10
-23,752.9,767.3,84,1,烟,,7:00,2022/1/10
-23,752.9,767.3,84,1,烟,,6:00,2022/1/10
-22,752.9,767.3,84,1,烟,,5:00,2022/1/10
-22,753.7,768.1,77,1,烟,,4:00,2022/1/10
-22,753.7,768.1,84,1,烟,,3:00,2022/1/10
-22,753.7,768.1,84,0,烟,,2:00,2022/1/10
-21,753.8,768.1,77,1,烟,,1:00,2022/1/10
-21,753.8,768.1,77,1,烟,,0:00,2022/1/10
-21,753.8,768.1,84,1,烟,,23:00,2022/1/9
-19,753.9,768.1,84,1,烟,,22:00,2022/1/9
-19,754.7,768.9,84,0,烟,,21:00,2022/1/9
-18,753.9,768.1,84,2,烟,,20:00,2022/1/9
-15,754.9,768.9,78,2,烟,,19:00,2022/1/9
-15,754.1,768.1,78,2,"轻度（小）（弱） 雪, 烟",,18:00,2022/1/9
-15,754.1,768.1,78,3,"轻度（小）（弱） 雪, 烟",,17:00,2022/1/9
-14,754.2,768.1,72,3,"轻度（小）（弱） 雪, 烟",,16:00,2022/1/9
-14,754.2,768.1,66,3,烟,,15:00,2022/1/9
-14,754.2,768.1,66,3,烟,,14:00,2022/1/9
-14,754.2,768.1,61,3,,,13:00,2022/1/9
-15,754.9,768.9,60,3,,,12:00,2022/1/9
-16,754.8,768.9,60,3,,,11:00,2022/1/9
-19,755.4,769.6,71,3,,,10:00,2022/1/9
-20,755.3,769.6,71,3,,,9:00,2022/1/9
-22,755.2,769.6,77,2,,,8:00,2022/1/9
-23,755.9,770.4,77,2,,,7:00,2022/1/9
-24,755.9,770.4,84,1,,,6:00,2022/1/9
-24,755.1,769.6,76,1,,,5:00,2022/1/9
-25,755,769.6,83,1,,,4:00,2022/1/9
-25,755.8,770.4,76,1,,,3:00,2022/1/9
-25,755.8,770.4,83,2,,,2:00,2022/1/9
-24,755.1,769.6,84,1,,,1:00,2022/1/9
-24,755.1,769.6,84,2,,,0:00,2022/1/9
-23,755.1,769.6,77,1,,,23:00,2022/1/8
-21,756,770.4,77,3,,,22:00,2022/1/8
-22,756,770.4,77,1,,,21:00,2022/1/8
-20,756.1,770.4,71,1,,,20:00,2022/1/8
-20,755.3,769.6,71,2,,,19:00,2022/1/8
-20,755.3,769.6,71,2,,,18:00,2022/1/8
-19,754.7,768.9,65,4,,,17:00,2022/1/8
-18,754.7,768.9,65,4,,,16:00,2022/1/8
-16,754,768.1,60,5,,,15:00,2022/1/8
-16,754,768.1,60,6,,,14:00,2022/1/8
-16,753.3,767.3,60,6,,,13:00,2022/1/8
-16,753.3,767.3,66,6,,,12:00,2022/1/8
-16,752.6,766.6,66,6,,,11:00,2022/1/8
-17,752.5,766.6,71,6,烟,,10:00,2022/1/8
-17,752.5,766.6,78,4,"轻雾, 烟",,9:00,2022/1/8
-19,751.6,765.8,84,3,"轻雾, 烟",,8:00,2022/1/8
-19,751.6,765.8,84,3,"轻雾, 烟",,7:00,2022/1/8
-18,750.9,765,78,3,"轻雾, 烟",,6:00,2022/1/8
-20,750.1,764.3,84,2,"轻雾, 烟",,5:00,2022/1/8
-17,750.3,764.3,85,2,"轻雾, 烟",,4:00,2022/1/8
-18,750.2,764.3,84,2,"轻雾, 烟",,3:00,2022/1/8
-17,750.3,764.3,92,1,"轻雾, 烟",,2:00,2022/1/8
-17,750.3,764.3,85,1,"轻雾, 烟",,1:00,2022/1/8
-16,750.3,764.3,92,1,"轻雾, 烟",,0:00,2022/1/8
-15,750.4,764.3,85,1,"轻雾, 烟",,23:00,2022/1/7
-17,750.9,765,85,1,"轻雾, 烟",,22:00,2022/1/7
-16,751,765,85,2,"轻雾, 烟",,21:00,2022/1/7
-16,751,765,85,2,"轻雾, 烟",,20:00,2022/1/7
-15,751.8,765.8,85,1,"轻雾, 烟",,19:00,2022/1/7
-14,751.9,765.8,78,1,烟,,18:00,2022/1/7
-13,751.9,765.8,78,2,烟,,17:00,2022/1/7
-11,752.1,765.8,73,2,烟,,16:00,2022/1/7
-10,752.9,766.6,67,2,烟,,15:00,2022/1/7
-10,752.9,766.6,67,4,烟,,14:00,2022/1/7
-10,753.6,767.3,62,3,烟,,13:00,2022/1/7
-11,754.3,768.1,62,4,烟,,12:00,2022/1/7
-13,755.7,769.6,66,4,烟,,11:00,2022/1/7
-16,756.3,770.4,72,4,烟,,10:00,2022/1/7
-18,756.2,770.4,78,4,烟,,9:00,2022/1/7
-19,756.8,771.1,71,4,烟,,8:00,2022/1/7
-20,756.8,771.1,77,4,烟,,7:00,2022/1/7
